Synthetic Data 1,Synthetic Data 2,Synthetic Data 3
0.39555338,0.039126653,0.5387934
0.23073794,1.3648038,0.5065512
-0.2586783,-2.8989756,-0.6188683
-0.04582674,-0.10487686,0.5973696
-1.911165,-0.32216117,-0.5824636
0.18096326,-0.5496797,-1.4064982
0.065648235,0.5224584,0.5623805
1.7027546,0.43652454,-0.9055365
2.1529088,-0.9652351,-0.32745582
-0.3606692,-1.1484486,-0.29958302
1.8021475,-0.46956453,-1.2495606
-1.0450002,0.7667795,0.2453556
1.218201,-0.29100487,2.0786552
0.8159931,-0.38376448,-0.42258838
-0.2300659,-0.030701108,0.33384147
0.52271444,-1.2371514,-1.9221473
1.7613114,1.4009469,-1.0283995
0.84264034,-0.73566324,0.9060466
0.28937337,0.05554047,-0.46352574
0.27947125,-0.44256842,-0.7479765
-1.1297807,-1.022618,-0.4010691
2.5504835,-0.7406717,0.75411445
0.046421967,-0.97498864,0.06981421
0.9959693,1.7851856,-0.2985234
0.9633294,-1.6358874,0.4547855
-0.31672662,-1.4800248,0.40449873
-1.5318187,0.015728386,0.011495337
-2.545534,1.3720797,-1.8129895
-0.70598364,0.6750571,0.81133753
0.5379291,-0.33646384,0.018192552
0.71955234,-0.021046843,0.62128484
0.5407224,-1.7000971,-1.0098479
1.2195984,0.33118406,0.42140317
-1.6478508,-0.9324314,-1.0155166
-1.4667484,-1.236118,0.36619857
-0.7598278,-0.2578996,1.025769
0.59890914,0.57206696,-1.2054728
-1.7925221,-0.48856065,-0.085527055
-0.7314906,0.08467264,0.6183247
0.57112354,1.0608753,-1.127862
1.0863411,0.525929,-0.016433038
0.43383148,0.324711,-0.3725636
-0.72375804,1.5059824,0.63444597
-0.7535305,-0.223438,-0.0736738
-1.8670968,2.0059144,1.0270424
-0.18085875,-0.7402757,-1.672687
1.1388538,0.039930735,1.2706459
0.84398973,0.0014209305,-0.60986763
0.13529086,-0.5275422,0.25763914
-2.1435316,-0.15962847,0.7427965
-1.2766199,-0.5985804,-0.63250834
1.4481746,0.8118302,0.6048109
1.624452,-0.61381286,1.1043775
2.7991369,-0.61324954,-2.2937334
-0.9020233,1.816566,-0.40931702
-1.155984,0.5019534,1.3248446
-0.08188883,-1.4393775,0.5122037
-0.4134049,-0.7435052,0.37796736
-1.0158939,0.682048,-0.6155326
2.187144,0.9697018,1.2324264
0.20747,1.828974,0.5403305
0.9328523,0.852759,0.48340985
0.32748732,0.8962633,0.1597693
1.3729144,0.65858334,0.8524376
-1.3492867,-0.7563375,-0.96584886
0.61025107,-0.767399,-0.060975797
0.22849569,-1.1082485,0.24902603
1.3036687,-0.28033683,2.470838
-0.2589975,-2.3785932,0.1427969
-0.66529953,-1.4150176,0.1438627
-0.7518754,0.093143485,-0.2173725
-1.5867194,0.021700332,0.06863241
0.7999834,-0.058290154,0.41558704
-0.21885209,-0.5479515,0.8777251
-0.18709889,1.4130974,1.1151458
-0.56504166,0.09297038,-0.034570903
-0.5862248,-0.52397954,-0.03126335
0.20462616,1.1122879,-0.62382966
0.50236833,-0.59132534,-1.5477512
0.7594634,-1.6497442,0.5163994
1.0144353,0.6287661,1.2443134
0.09668536,-0.8708088,0.5471361
-0.3185765,0.6106502,-2.1400633
-0.021460002,-0.22686622,0.9598939
-0.67178327,-0.6753735,0.60609573
0.08569763,-0.734721,-0.53526735
-0.5598637,-0.99011016,-0.7162028
0.38283545,-1.4636543,-1.2943201
0.15231659,-1.1043942,-0.76547486
0.047679313,0.9180637,0.20311716
-0.3411521,-0.6245962,-0.1403988
-1.0607101,1.4353045,0.1705321
0.33232063,-1.1622313,-1.3586226
0.87438637,0.21548432,1.188001
0.8241935,0.93897897,1.0052273
0.07281133,2.0904295,-1.3670143
-1.1952484,1.4099903,0.051015623
0.39727756,0.67564154,0.26753744
-1.3819876,1.4385304,-0.149968
0.44845283,0.9508429,-0.33845508
-1.2067214,2.096601,-1.1201928
0.18325119,-0.7108483,0.29436177
0.6909141,0.68806154,-0.58990514
1.032595,-0.8165689,1.0874419
-0.6648631,-0.43445075,-1.5068681
-0.52311516,-0.043312784,-0.4384239
-0.7351803,1.6899283,1.1183007
0.8227592,1.1732917,1.3502661
-0.76521707,0.8892259,0.91276187
-0.087697245,0.4242014,0.4455475
-0.4285022,0.28330025,0.9089147
-0.13510391,1.0686579,0.41942003
0.2055721,-0.117125,1.0572045
-0.9044105,2.4438837,1.1518877
-0.18742152,0.42042765,-0.48540977
-0.6724049,-0.23898041,-2.086855
-0.5482509,0.9022377,1.4218693
0.28065753,1.8456028,0.88426954
1.8820277,-0.222207,0.925292
0.84331274,-1.9089665,-1.381259
-0.36388513,-0.47555298,-1.5375311
0.10360897,-2.0765812,-1.3546882
0.818347,-1.4421377,0.8077138
0.7985641,-0.087075226,0.94833416
0.8737984,-0.024081506,-0.34394193
1.0728757,1.1265634,-0.59860915
0.81271446,0.2042929,0.22925219
-1.0466759,-0.2946262,-0.23076817
0.008480543,1.1110836,-0.5206856
0.6667943,0.030470371,-0.99060184
-0.5805635,-1.0024114,0.2942857
-0.17550933,0.9583164,2.3475246
0.06848969,0.16228397,0.9460177
0.50896,-1.9187648,0.51617265
-0.84855723,-0.59559613,-0.6399257
-0.33388028,1.8607755,-1.2706383
1.9262732,-0.4458969,0.31098378
-0.04284229,-0.6653347,-1.3138964
-0.91348416,-2.1899698,-0.73902273
-0.84778726,-0.8042879,-0.12666824
-0.41435078,0.36528602,-0.41087458
0.2960458,-0.35043532,0.30982003
-0.8873739,-0.1678496,0.17103153
-0.057372622,-1.5141306,-0.1229982
-2.0000892,0.55884427,0.056413285
-1.2952572,1.1121162,0.40292743
-0.9967482,-0.24335162,0.5053601
1.3567647,-1.8960226,-1.0896349
1.3075936,0.6118946,-0.37193838
0.53629524,0.4369219,1.0786381
-0.739066,0.5110661,0.4636576
-0.2035401,-0.983126,0.035828833
1.7653961,-1.7724736,-1.034404
1.0065944,-0.32969204,0.36950365
-0.67884123,-0.03523682,-0.43812263
0.62834513,-0.99560696,1.3025889
-0.98811424,0.07534575,1.5869477
-0.3387497,-1.1354368,-0.6052311
-0.4019605,0.70760006,0.17426494
-0.1667002,-0.43145928,0.40400165
-1.1721686,-0.54771405,1.0694302
0.8735844,-0.43612304,-1.2011836
-0.4431582,-0.516858,-2.032159
-1.0074445,0.5091919,-0.8766238
0.5928998,-0.44302228,0.39842692
-0.37940747,1.0443614,0.5512127
-0.8886919,1.4332802,0.51561594
-0.14012495,-1.1469514,0.63949436
0.9422398,0.43543157,1.8358206
0.30059227,0.2819675,2.2031844
0.29156324,-0.9236497,-1.1230365
-0.928884,1.3494449,-0.051529273
0.05886229,-0.4853103,0.12528512
-0.8224148,0.4086525,0.41716424
-0.08296604,0.8328494,0.82296526
-2.4384372,0.8159065,-1.682131
-0.353791,-0.3562654,0.55724776
1.0634497,-1.3204762,1.2003124
-1.3363564,-1.2267454,-0.8642414
0.45522124,-1.4918652,-0.34567785
1.3224084,-0.03884195,-0.7057789
0.28852293,-1.1931409,-0.66037923
-0.66420686,0.9225127,0.6821669
0.105191104,-0.8258646,-1.0479695
-0.12276358,-0.13630795,-1.0247526
-0.82057583,-0.7353504,1.5916295
-1.0940808,-0.25860322,-1.1287804
1.1053386,-0.029624635,-0.87799865
-2.3148608,-0.5044814,-0.24595508
0.55968475,1.8114566,2.2850442
-0.07985102,0.2547693,0.0751235
-1.0395341,-0.77791125,-1.3077419
-0.66279835,-1.3018252,-0.36153463
-2.8909929,1.0609581,0.29687998
-0.58173764,0.5686509,0.5923179
-0.54188585,-0.9562858,-0.26583838
-0.80261546,1.0550296,1.3429693
-0.5036861,-0.7527626,-0.57606196
1.2613975,-0.103929095,0.0870667
-1.2260392,1.4135046,0.57623744
-1.6689273,-0.2057493,-0.3631754
-0.018138995,-1.000037,0.4204528
-0.5427111,-0.6119364,-0.4812906
1.173184,0.24262318,1.5700994
1.4631298,1.0437646,1.9422221
-1.7542862,0.4205186,0.35832328
-1.287681,2.200101,0.34988752
-0.41200075,-0.46625033,-0.3691386
-0.3020059,-1.1231374,-0.90411335
0.20308812,0.43332294,-0.46830878
-0.29867068,0.8674274,0.069661774
-0.9348484,-0.9357466,0.84069264
-0.26171988,-1.7765328,-0.62777764
-0.043138124,-1.3549461,-0.32673422
1.4560204,-1.2279947,1.743906
1.8206096,-1.3478612,2.3808305
-0.95926523,0.6977261,-0.33363038
2.0188425,-0.6626006,0.41030613
0.7186523,1.607792,0.36520344
-0.058616206,0.18855935,-0.75631505
0.96066386,-0.91027254,-0.6536887
-1.3802027,-0.06248238,0.12733915
-0.098446265,-0.8453259,-1.0210462
-0.6280063,-0.57341045,0.39717752
1.1765262,-0.8056814,-1.0521016
-0.4266481,0.026177552,0.9991123
-0.3194065,0.82626164,-0.89042866
-0.8966422,-0.36534354,-0.1272558
-1.1021677,0.78412455,-0.5075801
0.3924734,-1.1804273,0.10634961
0.4920961,-1.8285906,-0.57049316
-1.48546,0.10908647,-0.32719484
0.9243951,0.999185,1.5551224
0.5923712,0.56450313,-0.08655793
0.5825984,1.1147952,-0.18726718
0.0031388346,-0.48966762,-1.683054
-0.74554974,0.20782164,-0.44605663
1.2120765,-0.47124052,0.779538
-0.82527465,-0.08441754,-0.87346226
-0.46020412,-0.18150268,-0.0028610043
0.7513052,-0.6762721,1.4949703
-1.8677334,0.6756316,1.2680261
-1.0284308,-1.3745027,-1.2697535
-0.29132563,0.04405753,-0.74888885
-0.94178385,-0.7842683,-0.33609894
-0.84668535,0.8904945,0.27555218
1.1642073,-0.37020835,1.2784119
-0.3667103,1.0558226,1.8567924
1.2204839,-0.43639895,0.5613983
1.4169163,1.573262,-0.61292666
-0.631408,-2.0530517,1.1552612
-0.33782196,0.21276242,-0.10716183
0.26809204,1.2470976,1.4061935
-1.4708852,-0.1248712,-0.6426871
-0.60904306,1.0727197,-0.6477681
0.2821473,-1.1585993,-1.632112
-0.7008103,0.0019251513,0.05373136
-1.4852561,0.37830895,0.4782779
0.2706432,-0.50875026,1.5200837
-0.9957515,1.7244346,1.1016045
0.6671994,0.33882904,0.26400918
-1.3488212,0.8556771,0.84590226
-1.5578468,1.7484683,0.13587734
0.22457182,0.2014037,-2.0425968
-1.2517498,1.4495143,0.20018226
-0.61158115,1.3389342,0.16635287
-1.590978,1.7459031,2.2444172
-0.39440066,-0.08669139,0.6702542
-0.54396534,-0.16410613,-1.1718535
-0.66310894,0.7016207,-1.0779376
-0.2854331,-0.21020976,0.18717879
0.42055425,0.80094916,0.3764266
-0.25199908,-0.7670759,-0.016204754
-1.0297351,1.0339917,1.0411001
0.2210527,0.21620838,0.6167704
1.4206216,0.77062255,-0.5584958
-0.11432538,-1.2501786,1.3423173
-0.684783,0.0975929,1.8834584
1.5427285,-0.31873024,-0.23483756
0.02456575,2.3594832,-0.3036303
-1.1770699,-0.48731303,-0.31599143
